online_order,booking,votes,location,rest_type,cost,types,rating_binary
1,0,14,32,27,600,2,1
1,0,0,32,78,300,2,1
1,0,5,13,92,199,2,0
1,0,5,4,28,800,2,0
1,0,15,1,78,250,2,0
1,0,4,4,27,500,2,0
1,0,0,57,46,250,2,1
1,0,17,4,78,300,2,1
1,0,0,1,78,200,2,1
1,0,0,4,78,300,2,1
1,0,6,1,78,500,2,0
1,0,10,1,78,100,2,0
1,0,0,4,78,200,2,1
1,1,775,1,27,800,2,1
1,1,2022,32,27,1000,2,1
1,0,0,4,78,100,2,1
1,0,0,49,78,150,2,1
1,1,150,1,19,600,2,1
1,0,232,4,27,750,2,1
1,0,38,4,78,200,2,1
1,0,0,1,78,300,2,1
1,1,431,32,27,800,2,0
1,1,2115,1,27,800,2,1
1,0,30,84,78,200,2,0
1,0,150,32,27,800,2,1
1,0,12,49,78,200,2,0
1,0,155,32,27,450,2,1
1,0,33,4,78,200,2,1
1,1,666,32,28,1000,2,1
1,0,0,32,78,200,2,1
1,0,240,4,19,700,2,1
1,0,918,1,22,800,2,1
1,0,465,32,27,600,2,1
1,1,970,32,69,1500,2,1
1,0,128,1,78,300,2,0
1,0,241,49,78,300,2,1
1,0,22,1,78,200,2,0
1,0,734,1,78,200,2,1
1,0,130,32,78,400,2,1
1,0,261,32,19,700,2,1
1,0,191,49,78,300,2,1
1,0,364,4,27,550,2,1
1,0,0,49,78,500,2,1
1,0,133,1,78,300,2,1
1,0,888,1,27,750,2,1
1,0,13,1,19,400,2,0
1,0,750,4,27,500,2,1
1,1,164,1,19,500,2,1
0,0,0,4,78,200,2,1
1,0,6,1,39,200,2,0
1,0,527,4,27,500,2,1
0,0,345,1,40,400,3,1
0,0,356,1,88,150,3,1
1,0,17,1,40,400,3,1
1,0,38,1,40,150,3,1
0,0,78,1,3,150,3,1
0,0,60,1,40,400,3,1
1,0,115,1,88,400,3,1
0,0,39,1,0,300,3,1
1,0,116,1,40,400,3,1
1,0,918,1,22,800,3,1
0,0,46,1,90,400,3,1
1,0,41,1,40,300,3,1
1,0,144,1,19,700,3,1
0,0,28,1,16,150,3,1
1,0,860,1,40,500,3,1
0,0,14,1,88,200,3,0
0,0,66,1,0,300,3,1
1,0,8,1,88,100,3,0
1,0,54,1,16,400,3,1
0,0,7,1,40,500,3,0
0,0,9,1,40,300,3,0
0,0,42,1,17,300,3,1
0,0,64,1,78,250,3,1
1,0,14,1,0,350,3,1
0,0,45,1,92,400,3,1
0,0,11,1,19,600,3,0
0,0,13,1,0,300,3,0
0,0,7,1,40,150,3,0
0,0,8,1,0,400,3,0
0,0,0,1,40,150,3,1
0,0,0,1,0,300,3,1
0,0,25,1,40,200,3,0
0,0,0,1,0,300,3,1
0,0,17,1,40,150,3,0
0,0,0,1,39,500,3,1
0,0,0,1,88,300,3,1
0,0,0,1,38,200,3,1
1,0,0,1,78,200,3,1
1,0,35,1,39,500,3,1
1,0,70,1,40,400,3,1
0,0,0,1,40,100,3,1
0,0,98,4,90,400,3,1
0,0,25,4,40,250,3,1
1,0,219,4,19,600,3,1
1,0,73,4,0,300,3,1
0,0,16,4,6,150,3,1
0,0,8,4,0,250,3,1
1,0,15,4,0,400,3,1
0,0,46,4,90,200,3,1
0,0,0,4,0,300,3,1
1,0,13,4,47,300,3,0
1,0,9,4,40,250,3,0
1,0,43,4,40,250,3,1
1,0,97,4,27,400,3,0
0,0,0,29,40,200,3,1
1,0,22,4,88,250,3,1
0,0,15,4,6,400,3,0
0,0,0,32,91,350,3,1
1,0,27,4,40,250,3,1
1,1,0,1,27,500,4,1
1,0,888,1,27,750,4,1
1,1,349,1,27,1200,4,1
1,0,287,1,78,350,4,1
1,1,2556,1,29,600,4,1
1,1,354,1,27,800,4,1
1,1,775,1,27,800,4,1
1,1,2115,1,27,800,4,1
0,1,977,1,60,1300,4,1
0,0,868,1,73,1200,4,1
1,0,324,1,19,700,4,1
1,0,787,1,27,800,4,1
1,0,504,1,19,550,4,1
1,0,402,1,19,500,4,1
1,1,150,1,19,600,4,1
1,1,164,1,19,500,4,1
0,0,244,1,27,800,4,1
1,0,771,1,27,450,4,1
1,0,1647,1,27,600,4,1
0,1,808,1,27,850,4,1
0,0,424,1,19,450,4,1
1,0,135,1,27,800,4,1
0,0,0,1,28,1000,4,1
0,0,28,1,65,300,4,1
1,0,918,1,22,800,4,1
1,0,90,1,19,650,4,1
1,0,519,1,27,900,4,1
1,0,105,1,27,700,4,1
0,0,43,1,10,700,4,1
0,0,46,1,90,400,4,1
1,0,133,1,19,800,4,1
1,0,144,1,19,700,4,1
0,0,93,1,19,300,4,1
1,0,42,1,78,300,4,1
1,0,247,1,27,500,4,0
1,0,13,1,19,400,4,0
0,0,39,1,27,450,4,1
1,0,62,1,19,400,4,0
1,0,160,1,27,700,4,1
0,0,14,1,88,200,4,0
0,0,42,1,27,700,4,1
1,0,119,1,27,700,4,0
1,0,129,1,27,600,4,1
0,0,62,1,8,800,4,0
0,0,0,1,65,200,4,1
1,0,24,1,27,600,4,1
0,0,0,1,27,500,4,1
0,0,283,1,27,600,4,0
0,0,42,1,17,300,4,1
0,0,10,1,78,300,4,0
0,0,39,1,27,950,4,1
1,0,59,1,27,750,4,1
1,0,179,1,27,600,4,0
0,0,62,1,78,150,4,1
0,0,6,1,27,500,4,0
0,0,30,1,8,1000,4,0
0,0,10,1,78,300,4,0
0,0,36,1,27,500,4,1
0,0,31,1,19,300,4,1
0,0,0,1,8,500,4,1
0,0,11,1,19,600,4,0
0,0,98,1,8,800,4,0
0,0,18,1,17,150,4,0
0,0,10,1,27,500,4,0
0,0,128,1,27,850,4,0
0,0,0,1,78,400,4,1
1,0,45,1,27,800,4,0
1,0,119,1,27,400,4,0
1,0,12,1,17,150,4,0
0,0,0,1,78,350,4,1
0,0,4,1,19,500,4,0
0,0,0,1,19,900,4,1
0,0,0,1,27,700,4,1
0,0,0,1,17,150,4,1
1,0,0,1,27,500,4,1
1,0,41,80,58,400,4,0
1,0,405,1,27,750,4,1
1,0,388,1,27,650,4,1
0,0,651,1,78,100,4,1
1,0,0,1,78,300,4,1
1,0,734,1,78,200,4,1
0,0,21,1,78,450,4,1
0,0,1047,1,78,450,4,1
1,0,505,1,78,450,4,1
0,0,55,1,78,200,4,1
1,0,264,1,78,200,4,1
1,0,133,1,78,300,4,1
0,0,0,1,78,100,4,1
1,0,286,1,78,500,4,1
0,0,343,1,78,100,4,1
1,0,66,1,78,150,4,1
1,0,10,1,78,100,4,0
1,0,61,1,78,300,4,1
0,0,70,1,78,500,4,1
1,0,28,1,78,300,4,1
1,0,70,1,78,100,4,1
1,0,28,1,78,150,4,1
1,0,15,1,78,250,4,0
1,0,131,1,78,250,4,1
0,0,19,1,78,150,4,1
1,0,237,1,78,200,4,1
1,0,6,1,78,500,4,0
1,0,201,1,78,300,4,1
1,0,506,1,78,500,4,0
0,0,520,1,78,300,4,1
0,0,0,1,78,150,4,1
1,0,104,1,78,300,4,1
0,0,88,1,78,300,4,1
1,0,95,1,78,150,4,1
1,0,136,1,78,600,4,1
1,0,101,1,78,400,4,1
1,0,60,1,78,200,4,1
0,0,88,1,78,250,4,1
0,0,8,1,78,200,4,0
0,0,145,1,78,300,4,0
1,0,46,1,78,500,4,1
1,0,22,1,78,200,4,0
1,0,57,1,78,200,4,1
0,0,189,1,78,300,4,1
0,0,22,1,78,500,4,1
1,0,18,1,78,250,4,1
1,0,73,1,78,400,4,1
0,0,39,1,78,350,4,1
1,0,540,1,78,800,4,1
0,0,71,1,78,250,4,1
1,0,24,1,78,250,4,1
0,0,0,1,78,100,4,1
0,0,11,1,78,300,4,0
0,0,9,1,78,350,4,0
0,0,12,1,78,500,4,0
1,0,120,1,78,250,4,1
1,0,82,1,78,300,4,0
1,0,88,1,78,350,4,0
1,0,0,1,78,400,4,1
1,0,17,1,78,150,4,1
0,0,0,1,78,400,4,1
1,0,87,1,78,600,4,0
1,0,14,1,78,300,4,0
0,0,31,1,78,200,4,0
0,0,17,1,78,300,4,0
1,0,415,1,78,500,4,1
1,0,128,1,78,300,4,0
0,0,94,1,78,100,4,1
0,0,64,1,78,250,4,1
0,0,65,1,78,300,4,1
1,0,7,1,78,250,4,0
0,0,5,1,78,350,4,0
0,0,52,1,78,300,4,0
1,0,123,1,78,200,4,0
1,0,290,1,78,450,4,0
1,0,59,1,78,200,4,1
0,0,130,1,78,200,4,1
1,0,91,1,78,400,4,0
1,0,12,1,78,300,4,0
1,0,80,1,78,250,4,0
1,0,441,1,78,400,4,1
0,0,10,1,78,250,4,0
0,0,12,1,78,100,4,0
0,0,7,1,78,100,4,0
0,0,8,1,78,300,4,0
0,0,0,1,78,200,4,1
0,0,9,1,78,300,4,0
0,0,47,1,78,150,4,1
0,0,29,1,78,150,4,0
0,0,0,1,78,250,4,1
0,0,0,1,78,200,4,1
0,0,0,1,78,100,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,250,4,1
0,0,0,1,78,400,4,1
1,0,66,1,78,300,4,1
1,0,28,1,78,200,4,0
0,0,4,1,78,200,4,0
0,0,7,1,78,200,4,0
0,0,5,1,78,250,4,0
0,0,6,1,78,100,4,0
0,0,17,1,78,200,4,0
0,0,27,1,78,200,4,0
0,0,9,1,78,200,4,0
0,0,4,1,78,200,4,0
0,0,0,1,78,400,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,80,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,100,4,1
0,0,21,1,78,150,4,1
0,0,22,1,78,300,4,1
0,0,15,1,78,300,4,0
0,0,0,1,78,150,4,1
0,0,0,1,78,250,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,250,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,150,4,1
0,0,0,1,80,350,4,1
0,0,0,1,78,250,4,1
0,0,0,1,78,300,4,1
0,0,0,1,78,450,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,150,4,1
0,0,0,1,78,300,4,1
0,0,0,1,78,150,4,1
1,0,0,1,78,200,4,1
1,0,19,1,78,200,4,0
1,0,8,1,79,250,4,0
1,0,84,1,78,250,4,1
0,0,42,1,78,300,4,1
0,0,0,1,78,100,4,1
1,0,213,1,78,400,4,0
1,0,11,1,78,500,4,0
1,0,58,1,78,300,4,1
0,0,725,32,78,350,4,1
1,0,750,4,27,500,4,1
0,0,166,4,27,600,4,1
0,0,4460,4,78,150,4,1
0,0,153,4,27,350,4,1
1,0,469,4,27,750,4,1
1,0,364,4,27,550,4,1
1,0,286,4,27,600,4,1
1,0,527,4,27,500,4,1
1,0,101,4,78,150,4,1
1,0,558,4,78,150,4,1
0,0,94,57,27,550,4,1
0,0,148,4,29,550,4,1
0,0,377,4,73,1100,4,0
0,0,206,4,78,450,4,1
1,0,5,4,28,800,4,0
0,0,100,4,78,300,4,1
1,0,444,4,78,100,4,1
0,0,133,4,27,650,4,1
1,0,219,4,19,600,4,1
0,0,253,4,78,250,4,1
0,0,51,4,78,350,4,0
0,0,61,4,27,600,4,1
1,0,155,57,27,400,4,1
1,0,233,32,27,800,4,1
1,0,264,57,27,750,4,1
0,0,66,4,27,400,4,1
0,0,238,4,78,600,4,1
1,0,58,4,78,150,4,1
1,0,47,4,78,200,4,1
1,0,155,4,78,400,4,0
1,0,176,4,27,800,4,1
1,0,93,4,78,200,4,1
0,0,124,4,78,300,4,1
1,0,275,4,78,100,4,1
0,0,254,4,78,150,4,1
0,0,177,4,78,100,4,1
1,0,23,32,78,300,4,1
1,0,132,4,78,200,4,1
1,0,35,32,78,300,4,1
1,0,74,4,78,300,4,1
1,0,38,4,78,200,4,1
1,0,172,84,27,700,4,1
1,0,4,4,27,500,4,0
1,0,0,4,78,300,4,1
1,0,543,4,78,300,4,1
0,0,52,4,78,300,4,1
0,0,217,4,27,450,4,1
0,0,34,4,27,750,4,0
0,0,6,4,78,300,4,0
1,0,15,4,78,100,4,1
0,0,111,4,27,700,4,1
1,0,133,4,78,200,4,1
0,0,39,32,78,250,4,1
0,0,64,4,78,200,4,1
0,0,16,57,78,300,4,1
1,0,25,4,78,350,4,1
0,0,8,57,27,800,4,1
0,0,6,4,27,450,4,0
0,0,14,32,78,250,4,0
0,0,46,4,78,450,4,1
0,0,148,4,78,150,4,1
1,0,21,57,78,300,4,1
0,0,0,57,28,550,4,1
0,0,55,80,58,300,4,1
0,0,0,58,27,800,4,1
0,0,0,4,27,450,4,1
1,0,67,49,27,700,4,1
1,0,31,57,78,300,4,1
0,0,4,32,78,250,4,0
0,0,4,4,78,100,4,0
0,0,0,4,78,100,4,1
0,0,26,4,78,300,4,1
1,0,57,4,78,200,4,1
1,0,71,4,78,600,4,0
1,0,0,4,78,300,4,1
0,0,22,4,78,150,4,1
0,0,0,57,78,150,4,1
0,0,8,57,78,150,4,0
0,0,0,4,78,100,4,1
0,0,0,57,78,400,4,1
0,0,0,4,78,150,4,1
0,0,0,57,78,250,4,1
0,0,0,84,78,300,4,1
0,0,0,32,78,200,4,1
1,0,11,4,78,150,4,0
1,0,17,4,78,300,4,1
0,0,0,4,78,160,4,1
0,0,0,4,78,150,4,1
0,1,977,1,60,1300,5,1
0,0,868,1,73,1200,5,1
0,0,43,1,10,700,5,1
0,0,62,1,8,800,5,0
0,0,30,1,8,1000,5,0
0,0,0,1,8,500,5,1
0,0,98,1,8,800,5,0
0,0,377,4,73,1100,5,0
1,1,2487,3,73,900,0,1
1,1,1964,3,27,1000,0,1
1,0,3178,3,27,750,0,1
1,0,455,3,27,550,0,0
0,0,19,3,27,800,0,0
0,1,3845,29,27,1600,0,1
0,0,353,29,27,1200,0,1
