online_order,booking,votes,location,rest_type,cost,types,rating_binary
1,0,83,56,27,600,2,1
1,0,147,89,78,400,2,1
1,0,100,89,78,300,2,1
1,0,205,56,78,350,2,1
1,0,106,9,53,500,2,1
1,0,97,9,27,800,2,1
1,0,40,89,27,2000,2,1
1,0,207,89,78,350,2,1
1,0,28,89,40,450,2,1
1,0,111,89,78,600,2,0
0,0,19,9,39,400,2,0
1,0,24,89,57,700,2,0
1,0,36,89,27,700,2,0
1,1,152,56,27,800,2,1
1,0,10,89,0,450,2,0
1,0,49,9,78,300,2,1
1,0,61,56,39,550,2,0
1,0,49,89,40,400,2,1
1,0,57,56,78,400,2,0
1,0,241,89,27,550,2,1
1,0,18,89,53,400,2,0
1,0,31,89,27,400,2,0
1,0,372,9,27,750,2,0
1,0,23,56,78,500,2,1
1,0,35,9,78,150,2,0
1,0,26,89,78,300,2,0
1,0,29,56,92,450,2,0
1,0,61,56,27,700,2,1
1,0,819,9,19,300,2,1
1,0,0,89,14,150,2,1
1,0,147,89,78,600,2,1
1,0,4,9,40,350,2,0
1,0,23,89,78,450,2,1
1,0,20,89,78,400,2,0
1,0,46,56,80,250,2,0
1,0,0,9,78,250,2,1
1,0,51,89,39,600,2,0
0,0,18,89,19,250,2,1
1,0,19,56,27,600,2,0
1,0,25,89,78,500,2,1
1,0,379,89,27,1000,2,0
1,0,217,56,78,250,2,1
1,0,30,89,78,250,2,1
1,0,175,56,27,1000,2,1
1,0,14,89,19,550,2,0
1,1,818,89,29,1100,2,1
1,0,47,56,78,300,2,1
1,0,4,89,39,200,2,0
1,0,64,56,78,150,2,1
1,0,34,56,27,800,2,1
1,0,56,89,90,200,2,0
1,0,8,89,59,400,2,0
1,0,21,89,78,300,2,0
1,0,0,89,53,500,2,1
1,0,5,89,0,150,2,0
1,0,0,26,78,400,2,1
1,1,129,89,10,1200,2,1
1,0,81,26,53,500,2,1
1,0,9,89,53,400,2,0
1,0,4,89,53,400,2,0
1,0,175,89,46,600,2,0
1,0,117,89,78,450,2,1
1,0,7,89,78,500,2,0
1,0,42,56,82,400,2,1
1,0,126,89,78,300,2,0
1,0,6,89,88,300,2,0
1,0,13,89,92,300,2,0
1,0,39,89,78,400,2,1
1,0,178,56,27,800,2,0
1,0,97,56,17,400,2,1
1,0,7,89,78,350,2,0
1,0,141,89,27,800,2,1
1,0,55,89,78,200,2,1
1,0,17,89,27,800,2,0
1,0,4,85,59,300,2,0
1,0,16,56,17,200,2,0
1,0,43,89,39,500,2,1
1,0,32,89,0,400,2,1
1,0,86,89,78,300,2,0
1,0,0,56,17,300,2,1
1,0,38,89,78,300,2,1
1,0,94,9,78,300,2,1
1,0,9,56,78,400,2,0
1,0,15,89,39,600,2,0
1,0,17,56,78,200,2,0
1,0,18,89,27,600,2,0
1,0,0,89,92,250,2,1
1,0,40,89,39,400,2,1
1,0,13,56,78,300,2,0
1,0,0,56,78,500,2,1
1,0,18,17,39,800,2,0
1,0,90,56,78,200,2,0
1,0,121,85,27,800,2,1
1,0,51,9,78,500,2,1
1,0,118,56,39,200,2,0
1,0,60,89,27,800,2,1
1,0,35,9,27,550,2,0
1,0,45,89,27,750,2,1
1,0,0,89,39,400,2,1
1,0,13,56,53,400,2,0
1,0,121,9,78,900,2,1
1,0,0,56,92,500,2,1
1,0,146,89,53,600,2,1
1,0,12,89,91,450,2,0
1,0,47,89,78,200,2,0
1,0,34,56,42,300,2,1
1,0,5,56,27,600,2,0
1,0,26,89,92,400,2,1
0,0,0,89,78,250,2,1
1,0,0,89,0,500,2,1
1,0,0,89,0,500,2,1
1,0,0,0,39,400,2,1
1,0,0,89,27,400,2,1
1,0,51,56,27,600,2,0
1,0,416,89,32,1600,2,1
1,0,131,89,27,800,2,0
1,0,0,89,78,300,2,1
1,0,9,56,19,1000,2,1
1,0,0,89,78,200,2,1
1,0,0,89,92,250,2,1
1,0,19,56,27,600,2,0
1,0,479,56,27,650,2,0
1,1,818,9,28,750,2,1
1,0,52,89,83,600,2,0
1,0,267,9,27,500,2,0
1,1,690,9,27,750,2,1
1,0,17,56,59,150,2,1
1,0,68,56,78,350,2,1
1,0,55,56,27,750,2,1
1,0,13,89,78,200,2,0
1,0,84,26,27,500,2,0
1,0,89,89,53,500,2,0
1,0,194,89,78,350,2,1
1,1,568,89,61,1000,2,1
1,0,118,56,28,1200,2,0
1,0,218,9,27,550,2,0
1,0,38,89,45,200,2,0
1,0,19,56,53,350,2,0
1,0,37,9,78,150,2,1
1,1,663,56,27,750,2,1
1,0,507,89,27,900,2,1
1,0,242,56,78,400,2,0
1,0,214,89,53,700,2,1
1,0,429,56,27,550,2,1
1,0,86,9,27,500,2,0
1,0,80,89,53,500,2,0
1,0,197,89,27,700,2,1
1,0,7,89,0,450,2,0
1,0,16,89,27,750,2,0
1,0,83,56,78,200,2,0
1,0,7,89,78,350,2,0
0,0,13,56,78,250,2,0
1,0,8,89,53,500,2,0
1,0,20,89,27,400,2,1
1,0,20,56,78,150,2,0
1,0,28,56,40,300,2,1
1,0,42,9,78,300,2,1
1,0,8,56,92,400,2,0
1,0,28,56,78,350,2,1
1,0,0,56,39,600,2,1
1,0,0,56,39,800,2,1
1,0,0,56,78,400,2,1
1,0,0,56,27,450,2,1
1,0,0,56,14,350,2,1
1,0,0,9,78,300,2,1
1,0,6,9,78,200,2,0
1,0,17,26,78,250,2,0
1,0,0,89,27,500,2,1
1,0,0,9,40,350,2,1
1,0,8,9,78,400,2,0
1,0,11,56,27,600,2,0
1,0,6,56,78,400,2,0
1,0,16,89,40,900,2,1
1,0,62,89,78,200,2,1
1,0,68,56,78,250,2,1
1,0,11,85,92,300,2,1
1,0,6,85,92,400,2,0
1,0,22,56,19,500,2,0
1,0,0,85,78,200,2,1
1,0,0,56,39,500,2,1
1,0,0,56,39,600,2,1
1,0,0,56,39,600,2,1
1,0,0,85,78,400,2,1
1,0,7,56,0,300,2,0
1,0,0,17,39,300,2,1
1,0,0,89,78,300,2,1
1,0,0,89,40,150,2,1
1,0,4,26,18,300,2,0
1,0,12,56,78,150,2,0
1,0,34,56,27,800,2,1
1,0,15,89,27,500,2,0
1,0,0,56,27,700,2,1
1,0,4,89,27,1500,2,0
1,0,0,56,78,350,2,1
1,0,0,56,78,250,2,1
1,0,16,56,78,300,2,0
1,0,11,56,27,600,2,0
1,0,30,89,27,400,2,1
1,0,0,89,27,400,2,1
1,0,10,89,34,300,2,0
1,0,11,56,27,500,2,1
1,0,7,56,78,400,2,0
1,0,15,85,92,300,2,1
1,0,11,9,27,400,2,0
1,0,4,89,78,300,2,0
1,0,0,56,78,350,2,1
1,0,0,89,27,550,2,1
1,0,0,9,78,200,2,1
1,0,0,62,78,300,2,1
1,0,0,89,40,300,2,1
1,0,0,89,78,400,2,1
1,0,0,89,78,300,2,1
1,0,6,89,78,300,2,0
1,0,0,56,0,500,2,1
1,0,0,26,78,200,2,1
1,0,0,89,78,250,2,1
1,0,0,56,78,300,2,1
1,0,0,89,78,200,2,1
1,0,0,89,78,600,2,1
1,0,0,56,88,200,2,1
1,0,17,56,78,300,2,1
1,1,560,89,27,1000,2,1
1,0,125,56,27,600,2,1
1,0,0,9,92,150,2,1
1,0,0,9,78,400,2,1
1,0,0,85,92,500,2,1
1,0,0,89,39,300,2,1
1,0,0,85,92,500,2,1
1,0,0,9,78,700,2,1
1,1,2173,56,27,1500,2,1
1,0,82,9,78,150,2,1
1,0,236,9,27,750,2,1
1,0,515,56,78,150,2,1
1,0,31,56,39,250,2,1
1,0,95,56,78,500,2,1
1,0,44,9,78,450,2,1
1,0,155,56,78,400,2,1
1,0,22,85,92,600,2,0
1,0,24,9,78,400,2,1
1,0,27,9,27,500,2,1
1,0,31,56,78,300,2,1
1,0,16,56,78,200,2,1
1,0,249,56,78,300,2,0
1,1,859,89,29,900,2,1
1,0,517,89,27,1000,2,1
1,0,198,56,53,500,2,1
1,0,16,56,78,900,2,0
1,1,1813,56,27,850,2,1
1,0,667,56,27,800,2,0
1,0,0,9,78,300,2,1
1,0,18,89,39,500,2,0
1,0,9,89,14,300,2,0
1,0,95,56,78,500,2,0
1,0,143,9,78,250,2,1
1,0,120,9,40,400,2,1
1,0,53,56,78,300,2,1
1,0,156,89,27,500,2,1
1,0,0,89,53,700,2,1
1,0,25,89,27,500,2,1
1,0,0,9,78,200,2,1
1,0,0,85,92,350,2,1
1,0,382,56,27,1000,2,0
1,0,38,56,92,300,2,1
1,1,237,9,28,1000,2,1
1,1,2807,89,28,1100,2,1
1,0,10,56,39,400,2,0
1,0,23,26,0,600,2,1
1,0,142,89,19,700,2,1
1,1,1512,89,27,1700,2,1
1,0,15,89,92,400,2,0
0,0,86,56,92,300,2,0
0,0,0,89,27,800,2,1
1,0,0,89,92,200,2,1
0,0,10,56,92,500,2,0
0,0,59,56,27,550,2,0
0,0,0,89,78,350,2,1
0,0,0,89,39,200,2,1
1,0,0,26,92,350,2,1
0,0,0,89,0,500,2,1
1,0,0,26,92,200,2,1
1,0,0,56,92,500,2,1
1,0,0,56,39,600,2,1
0,0,0,89,39,200,2,1
1,0,41,56,92,400,2,1
1,0,119,56,92,500,2,0
1,0,0,89,0,400,2,1
1,0,180,26,3,300,2,1
1,0,0,89,78,600,2,1
1,0,0,34,92,250,2,1
1,0,0,89,78,300,2,1
1,1,840,9,29,600,3,1
0,0,1123,9,78,500,3,1
0,1,65,9,20,400,3,1
1,0,63,9,88,300,3,1
1,0,23,9,14,150,3,1
1,0,218,9,88,400,3,1
1,0,544,9,0,450,3,1
1,0,67,9,0,400,3,1
1,0,120,9,40,400,3,1
1,0,48,9,40,250,3,1
1,0,5,9,40,200,3,0
1,0,180,9,82,550,3,1
1,0,51,9,40,250,3,1
1,0,7,9,0,250,3,0
0,0,0,9,0,300,3,1
0,0,19,9,0,300,3,0
1,0,58,9,14,400,3,1
0,0,21,9,40,400,3,0
1,0,81,9,0,400,3,1
0,0,4,9,40,100,3,0
1,0,9,9,40,250,3,0
1,0,4,9,40,350,3,0
1,0,0,9,40,350,3,1
0,0,0,9,88,400,3,1
0,0,0,9,6,250,3,1
1,0,12,9,0,500,3,0
1,1,733,89,23,900,3,1
1,0,949,56,40,400,3,1
1,0,1034,89,39,500,3,1
1,0,24,56,42,300,3,1
1,0,284,56,40,300,3,1
1,0,41,85,92,300,3,1
0,0,395,89,27,1000,3,1
0,0,28,89,88,250,3,1
0,0,90,89,40,200,3,1
0,0,0,89,19,800,3,1
1,0,175,89,46,600,3,0
1,0,501,89,40,400,3,1
1,0,167,56,40,350,3,1
0,0,35,89,0,250,3,1
0,0,34,89,19,700,3,1
1,0,25,56,0,400,3,0
1,0,0,56,0,500,3,1
0,0,23,89,78,250,3,1
0,0,50,56,40,300,3,1
1,0,28,56,40,300,3,1
0,0,22,56,87,150,3,0
0,0,57,89,2,400,3,1
0,0,0,89,40,200,3,1
0,0,5,89,40,200,3,0
1,0,42,56,82,400,3,1
0,0,34,56,3,500,3,0
0,0,7,26,14,200,3,0
0,0,31,89,90,200,3,0
1,0,16,89,40,300,3,1
1,0,124,89,40,450,3,1
0,0,0,89,90,300,3,1
0,0,18,56,6,600,3,1
0,0,5,89,56,400,3,0
0,0,0,56,0,500,3,1
0,0,0,85,0,400,3,1
0,0,0,56,0,400,3,1
0,0,0,56,0,300,3,1
0,0,0,89,0,400,3,1
0,0,40,56,26,400,3,0
1,0,6,89,88,500,3,0
1,0,11,89,40,150,3,0
1,0,13,56,40,300,3,1
0,0,0,56,0,300,3,1
0,0,6,56,92,400,3,0
0,0,7,89,91,400,3,0
0,0,0,89,88,200,3,1
0,0,0,56,0,600,3,1
0,0,4,89,40,200,3,0
0,0,0,56,39,400,3,1
0,0,0,89,0,500,3,1
0,0,0,89,40,300,3,1
0,0,0,89,0,700,3,1
0,0,0,56,40,100,3,1
1,0,12,26,39,500,3,1
0,0,0,89,72,500,3,1
1,0,0,89,40,300,3,1
1,0,0,89,0,600,3,1
1,0,21,89,88,200,3,1
0,0,0,89,40,500,3,1
0,0,0,89,40,200,3,1
0,1,1700,9,76,1200,4,1
1,0,2143,9,27,800,4,1
1,1,237,9,28,1000,4,1
1,1,840,9,29,600,4,1
1,1,767,9,27,700,4,1
1,0,351,9,27,600,4,1
1,0,819,9,19,300,4,1
1,0,1870,9,27,750,4,0
1,1,261,9,76,1500,4,0
1,1,130,9,19,600,4,1
1,1,328,9,27,600,4,1
1,0,97,9,27,800,4,1
1,0,107,9,27,800,4,1
1,1,510,9,27,800,4,1
1,0,463,9,27,700,4,1
1,0,236,9,27,750,4,1
1,1,818,9,28,750,4,1
1,0,27,9,27,500,4,1
0,0,230,9,27,550,4,0
1,0,244,9,78,400,4,0
1,0,18,9,78,400,4,0
1,0,130,9,17,250,4,1
1,0,267,9,27,500,4,0
1,1,501,9,19,500,4,0
1,0,69,9,27,850,4,0
0,0,72,9,19,500,4,1
1,0,148,9,27,600,4,0
1,0,45,9,17,300,4,1
0,0,140,9,27,400,4,0
0,0,595,9,27,650,4,0
0,0,28,9,27,600,4,1
0,0,0,9,65,300,4,1
1,1,690,9,27,750,4,1
1,0,218,9,27,550,4,0
1,0,205,56,78,350,4,1
1,0,86,9,27,500,4,0
0,0,22,9,27,400,4,0
1,0,546,9,27,800,4,1
0,0,18,9,49,600,4,0
0,0,229,9,27,450,4,0
1,0,35,9,27,550,4,0
0,0,8,9,78,300,4,0
0,0,199,9,27,500,4,1
0,0,6,9,14,300,4,0
0,0,0,9,27,600,4,1
0,0,30,9,19,900,4,0
1,0,372,9,27,750,4,0
0,0,115,9,27,800,4,0
0,0,701,9,19,600,4,1
0,0,55,9,27,600,4,0
1,0,11,9,27,400,4,0
0,0,0,9,27,500,4,1
0,0,1123,9,78,500,4,1
1,0,789,9,78,400,4,0
1,0,195,9,78,300,4,1
1,0,544,9,0,450,4,1
1,0,777,9,78,600,4,1
1,0,106,9,53,500,4,1
1,0,33,9,78,300,4,1
1,0,143,9,78,200,4,1
1,0,51,9,78,500,4,1
1,0,121,9,78,900,4,1
1,0,42,9,78,300,4,1
1,0,193,9,78,200,4,1
1,0,0,9,78,300,4,1
0,0,13,9,78,250,4,0
1,0,158,9,78,450,4,0
0,1,19,9,78,400,4,0
0,0,29,9,78,200,4,1
1,0,8,9,78,400,4,0
1,0,420,9,78,450,4,0
1,0,188,9,78,200,4,1
1,0,44,9,78,450,4,1
0,0,194,9,78,250,4,1
1,0,24,9,78,400,4,1
1,0,42,9,78,150,4,1
0,0,5,9,78,250,4,0
0,0,27,9,78,150,4,1
1,0,69,9,78,200,4,1
1,0,394,9,78,500,4,0
1,0,265,9,78,400,4,1
0,0,8,9,78,250,4,0
1,0,92,9,78,350,4,1
0,0,97,9,78,450,4,1
1,0,229,9,78,300,4,0
1,0,180,9,82,550,4,1
0,0,91,9,78,350,4,1
0,0,13,9,78,300,4,0
0,0,19,9,0,300,4,0
0,0,5,9,78,200,4,0
0,0,32,9,78,200,4,1
0,0,69,9,78,800,4,1
1,0,293,9,78,650,4,1
0,0,19,9,78,200,4,0
0,0,6,9,78,350,4,0
0,0,4,9,53,500,4,0
0,0,4,9,78,400,4,0
0,0,0,9,78,200,4,1
0,0,0,9,78,500,4,1
0,0,0,9,78,250,4,1
0,0,0,9,78,200,4,1
0,0,0,9,78,100,4,1
1,0,26,9,78,300,4,1
1,0,35,9,78,150,4,0
1,0,37,9,78,150,4,1
1,0,6,9,78,200,4,0
1,0,82,9,78,150,4,1
0,0,54,9,53,500,4,1
0,0,5,9,78,200,4,0
0,0,0,9,78,300,4,1
0,0,0,9,78,400,4,1
0,0,0,9,78,400,4,1
0,0,0,9,78,400,4,1
0,0,0,9,78,400,4,1
0,0,0,9,78,200,4,1
0,0,0,9,78,300,4,1
1,0,106,9,78,250,4,1
1,0,0,9,78,250,4,1
1,0,94,9,78,300,4,1
1,0,0,9,78,120,4,1
1,0,0,9,78,300,4,1
1,0,0,9,78,400,4,1
1,0,0,9,78,700,4,1
0,0,22,9,53,400,4,1
1,0,37,9,78,300,4,1
1,0,49,9,78,300,4,1
1,0,159,9,78,600,4,1
1,0,90,9,78,300,4,0
1,0,9,9,78,400,4,0
0,1,6865,89,71,2400,4,1
0,0,5890,89,71,2500,4,1
0,1,2882,89,27,1600,4,1
0,1,2745,89,27,1400,4,1
0,0,463,89,27,1700,4,1
1,1,2807,89,28,1100,4,1
0,1,460,89,28,1000,4,1
0,0,450,89,27,1800,4,1
0,1,103,89,28,1300,4,1
1,1,1512,89,27,1700,4,1
0,0,2992,89,27,800,4,1
1,0,268,89,27,800,4,1
1,0,1618,89,27,800,4,1
0,1,345,56,28,1500,4,1
1,1,471,89,27,800,4,1
1,1,733,89,23,900,4,1
1,1,364,89,27,700,4,1
0,0,69,89,28,1200,4,1
0,1,821,89,49,2500,4,1
1,0,388,56,27,500,4,1
1,0,499,89,27,850,4,1
1,0,56,89,27,900,4,1
1,0,487,56,27,700,4,1
0,0,0,85,28,1200,4,1
1,1,586,89,27,1000,4,1
1,1,1813,56,27,850,4,1
1,0,926,89,27,700,4,1
0,0,140,56,10,1500,4,1
1,0,517,89,27,1000,4,1
1,1,330,89,29,1400,4,1
0,0,1073,89,8,1450,4,1
1,1,1739,89,27,1400,4,1
1,1,152,56,27,800,4,1
0,0,32,89,27,1600,4,1
0,1,263,89,49,3000,4,1
1,0,108,89,27,700,4,1
0,1,500,89,29,2000,4,1
1,0,11,56,27,500,4,1
1,1,560,89,27,1000,4,1
1,0,338,56,27,1000,4,0
1,0,627,89,53,450,4,1
1,0,756,56,27,1000,4,1
1,0,507,89,27,900,4,1
0,1,442,56,27,900,4,0
0,1,288,89,27,1500,4,1
1,0,121,85,27,800,4,1
0,1,137,89,49,2000,4,1
1,0,279,56,27,750,4,1
1,0,596,56,27,400,4,0
0,1,185,89,27,800,4,0
1,0,219,85,59,250,4,1
1,0,30,89,27,400,4,1
1,0,673,56,78,200,4,1
1,1,151,56,27,800,4,0
1,0,497,56,27,600,4,1
0,0,395,89,27,1000,4,1
0,0,46,56,19,600,4,1
1,0,54,26,19,1000,4,0
0,0,115,89,27,600,4,1
1,0,142,89,19,700,4,1
0,0,0,56,78,350,4,1
0,0,35,56,28,1100,4,1
0,0,6,89,27,800,4,0
1,0,387,89,27,800,4,0
0,0,0,89,19,800,4,1
1,0,515,56,78,150,4,1
1,0,197,89,27,700,4,1
1,0,11,56,27,600,4,0
1,0,67,56,19,300,4,0
1,0,334,56,87,200,4,1
0,0,24,56,8,1200,4,1
1,0,175,56,27,1000,4,1
1,0,131,89,27,800,4,0
1,0,207,89,78,350,4,1
1,0,0,89,53,700,4,1
1,0,23,89,78,450,4,1
1,0,0,89,27,550,4,1
1,0,68,56,78,250,4,1
0,0,34,89,19,700,4,1
1,0,180,89,27,500,4,0
1,0,177,89,78,400,4,0
1,0,108,56,78,300,4,0
0,0,50,89,27,500,4,1
1,0,45,89,27,750,4,1
1,0,0,56,88,200,4,1
0,0,12,89,78,200,4,1
1,0,15,56,78,450,4,0
0,0,62,89,27,1500,4,1
1,0,11,56,17,200,4,0
1,0,15,89,27,500,4,0
1,0,191,89,78,300,4,1
0,0,26,89,60,2000,4,1
0,0,0,89,27,800,4,1
1,0,0,56,78,250,4,1
0,0,75,89,50,2000,4,1
1,0,136,56,27,1000,4,1
1,0,105,56,78,400,4,0
1,0,8,89,78,300,4,0
1,0,738,89,27,750,4,1
1,0,7,56,78,400,4,0
1,0,0,89,27,400,4,1
0,0,116,89,78,300,4,1
1,0,294,56,78,350,4,1
1,0,124,56,78,600,4,1
1,0,83,56,27,600,4,1
1,0,31,89,27,400,4,0
1,0,175,89,46,600,4,0
1,0,0,56,78,300,4,1
1,0,111,89,78,600,4,0
1,0,0,56,27,700,4,1
1,0,373,56,78,300,4,1
1,0,79,56,78,250,4,1
0,0,9,56,78,300,4,0
1,0,16,56,78,300,4,0
0,0,118,89,27,1900,4,1
0,0,21,89,60,1500,4,1
1,0,51,56,27,600,4,0
1,0,125,89,27,550,4,0
0,0,0,89,78,200,4,1
0,0,19,89,60,1300,4,1
0,1,74,89,49,3000,4,1
0,0,40,89,27,800,4,0
0,0,161,89,28,1200,4,0
1,0,34,56,27,800,4,1
1,0,4,89,27,1500,4,0
0,0,46,89,78,350,4,0
0,0,167,89,27,450,4,0
1,0,632,56,78,500,4,1
1,0,184,56,78,350,4,0
0,0,5,89,78,500,4,0
0,0,23,56,27,1200,4,1
1,0,55,56,27,800,4,1
1,0,4,56,17,250,4,0
0,0,123,89,57,400,4,1
0,0,0,89,78,300,4,1
1,0,310,56,78,750,4,0
0,0,32,89,27,1000,4,1
1,0,353,89,27,700,4,1
0,0,0,89,78,400,4,1
1,0,14,56,78,500,4,1
0,0,255,56,78,200,4,1
1,0,28,56,78,350,4,1
1,0,66,89,78,450,4,0
1,0,16,56,78,200,4,1
1,0,155,56,78,400,4,1
0,0,11,89,78,250,4,0
0,0,7,26,14,200,4,0
0,0,34,89,28,800,4,1
0,0,14,56,19,500,4,0
1,0,8,89,53,500,4,0
1,0,20,85,78,200,4,1
1,0,89,89,53,500,4,0
1,0,0,89,78,300,4,1
1,0,0,26,78,250,4,1
1,0,31,56,78,300,4,1
0,0,31,89,90,200,4,0
0,0,19,56,27,700,4,1
0,0,16,89,65,200,4,0
0,1,83,89,27,1200,4,0
1,0,379,89,27,1000,4,0
1,0,39,56,19,250,4,1
1,0,19,56,27,600,4,0
1,0,35,89,27,800,4,1
1,0,0,89,27,500,4,1
0,0,688,56,27,1000,4,1
0,0,41,56,78,500,4,1
1,0,70,89,78,300,4,1
1,0,68,56,78,350,4,1
0,0,198,89,27,700,4,1
0,0,90,89,19,700,4,1
0,0,70,85,27,650,4,0
1,0,17,89,27,800,4,0
1,0,118,56,28,1200,4,0
0,0,57,89,2,400,4,1
1,0,86,89,78,300,4,0
1,0,39,56,78,300,4,1
1,0,42,56,82,400,4,1
1,0,242,56,78,400,4,0
1,0,509,56,78,500,4,0
0,0,42,89,27,800,4,1
0,0,32,89,60,2000,4,1
0,0,9,89,27,1000,4,0
0,0,5,89,27,500,4,0
0,0,6,56,27,400,4,0
0,0,0,89,27,1200,4,1
0,0,18,89,19,250,4,1
1,0,39,89,78,400,4,1
1,0,9,56,19,1000,4,1
0,0,21,89,78,600,4,0
0,0,10,89,78,150,4,0
1,0,47,89,78,200,4,0
0,0,13,56,78,250,4,0
1,0,5,85,78,250,4,0
1,0,242,85,78,300,4,0
0,0,4,89,27,400,4,0
0,0,51,89,27,600,4,1
0,0,24,89,19,150,4,0
0,0,51,89,27,600,4,0
0,0,0,89,27,600,4,1
0,0,4,89,92,600,4,0
0,0,8,56,65,300,4,0
0,0,6,89,27,600,4,0
0,0,9,89,78,400,4,0
0,0,6,89,27,800,4,0
0,0,0,17,58,350,4,1
0,0,0,89,27,500,4,1
0,0,0,56,19,350,4,1
0,0,40,56,26,400,4,0
1,0,16,89,27,700,4,0
1,0,36,89,27,700,4,0
1,0,20,89,27,400,4,1
1,0,0,56,27,450,4,1
1,0,0,56,26,300,4,1
0,0,13,89,78,250,4,0
0,0,17,89,78,200,4,1
1,0,64,56,78,400,4,0
1,0,90,56,78,200,4,0
1,0,511,89,78,350,4,0
1,0,0,89,81,300,4,1
0,0,13,56,78,500,4,1
0,0,25,56,78,300,4,0
0,0,0,89,78,750,4,1
1,0,147,89,78,400,4,1
1,0,6,56,78,400,4,0
0,0,59,56,27,550,4,0
0,0,0,89,27,500,4,1
0,0,8,89,88,200,4,0
0,0,20,89,60,1500,4,0
0,0,0,56,14,150,4,1
0,0,0,89,27,950,4,1
0,0,37,56,27,400,4,0
0,0,0,89,27,700,4,1
1,0,0,56,17,300,4,1
1,0,0,56,48,250,4,1
0,0,342,56,78,500,4,0
0,0,47,56,78,300,4,0
0,0,26,56,78,450,4,1
0,0,5,89,78,300,4,0
0,0,0,89,78,200,4,1
0,0,0,89,78,300,4,1
1,0,23,56,78,500,4,1
1,0,7,89,78,500,4,0
1,0,19,56,78,200,4,1
1,0,61,56,78,200,4,1
1,0,0,89,78,600,4,1
1,0,0,26,78,300,4,1
1,0,4,89,78,300,4,0
1,0,0,89,78,250,4,1
0,0,0,89,78,500,4,1
0,0,18,56,78,150,4,0
0,0,23,89,78,350,4,0
0,0,4,56,78,400,4,0
0,0,0,89,78,250,4,1
0,0,6,89,78,500,4,0
0,0,24,89,78,300,4,1
0,0,0,89,78,500,4,1
0,0,0,56,78,150,4,1
0,0,199,89,78,450,4,0
0,0,84,89,53,400,4,0
0,0,0,89,78,250,4,1
0,0,0,89,0,600,4,1
0,0,0,85,78,200,4,1
0,0,0,89,78,400,4,1
0,0,0,89,78,400,4,1
0,0,0,56,78,250,4,1
0,0,0,56,78,300,4,1
0,0,0,56,78,300,4,1
0,0,0,56,78,500,4,1
1,0,11,56,78,250,4,0
1,0,0,89,78,300,4,1
1,0,64,56,78,150,4,1
1,0,7,89,78,350,4,0
1,0,16,56,78,400,4,0
1,0,13,89,78,200,4,0
1,0,0,89,78,300,4,1
1,0,0,56,78,350,4,1
1,0,0,56,78,350,4,1
0,0,49,26,78,300,4,1
1,0,479,56,27,650,4,0
0,0,0,89,78,250,4,1
0,0,0,89,78,400,4,1
0,0,6,56,78,200,4,0
0,0,4,89,78,150,4,0
0,0,0,56,78,400,4,1
0,0,10,56,78,400,4,0
0,0,0,89,78,300,4,1
0,0,0,89,78,450,4,1
0,0,0,56,78,400,4,1
0,0,0,56,78,350,4,1
0,0,0,56,80,300,4,1
0,0,0,89,78,350,4,1
0,0,0,56,78,200,4,1
0,0,0,89,78,200,4,1
0,0,0,89,78,200,4,1
0,0,0,56,78,600,4,1
0,0,0,89,78,350,4,1
0,0,0,89,78,400,4,1
0,0,0,89,78,500,4,1
0,0,0,89,78,200,4,1
0,0,0,89,78,250,4,1
0,0,5,89,78,500,4,0
0,0,7,56,78,250,4,0
0,0,0,89,78,350,4,1
0,0,0,89,78,300,4,1
0,0,0,89,78,300,4,1
0,0,0,56,78,400,4,1
0,0,0,89,78,150,4,1
0,0,0,56,78,200,4,1
1,0,0,56,78,350,4,1
0,0,0,89,78,500,4,1
0,0,0,26,78,200,4,1
0,0,0,26,78,300,4,1
0,0,0,56,78,150,4,1
0,0,0,56,78,300,4,1
0,0,0,89,78,250,4,1
0,0,0,56,78,400,4,1
0,0,0,89,78,300,4,1
1,0,0,89,78,300,4,1
1,0,25,89,78,500,4,1
1,0,0,26,78,400,4,1
1,0,86,56,78,300,4,0
1,0,146,89,53,600,4,1
1,0,104,56,78,250,4,0
1,0,0,56,78,400,4,1
1,0,0,89,78,300,4,1
1,0,0,56,78,200,4,1
1,0,16,89,27,750,4,0
1,0,61,56,27,700,4,1
0,0,78,56,78,350,4,1
1,0,7,89,78,500,4,0
0,0,8,56,78,100,4,0
1,0,75,56,78,400,4,0
1,0,56,56,27,600,4,0
1,0,67,56,78,500,4,0
1,0,214,89,53,700,4,1
1,0,17,56,78,300,4,1
0,0,44,56,78,400,4,0
0,0,10,89,78,500,4,0
1,0,329,56,27,700,4,0
1,0,68,56,17,250,4,0
1,0,44,56,78,300,4,0
0,1,54,89,27,1100,4,1
1,0,7,89,27,600,4,0
1,0,158,56,78,300,4,0
1,0,83,89,78,300,4,0
1,0,152,56,27,600,4,0
1,0,382,56,27,1000,4,0
1,0,125,89,27,500,4,0
0,0,0,56,78,300,4,1
0,0,0,89,78,250,4,1
1,0,0,89,92,400,4,1
0,0,0,89,78,300,4,1
0,1,1710,9,76,1200,5,1
1,1,262,9,76,1500,5,0
0,1,6876,89,71,2400,5,1
0,0,5892,89,71,2500,5,1
0,1,466,89,28,1000,5,1
0,0,1075,89,8,1450,5,1
0,0,26,89,60,2000,5,1
0,0,75,89,50,2000,5,1
0,0,21,89,60,1500,5,1
